requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto,norma_origem,artigo_referencia,aplicabilidade_uf,data_mapeamento
R.1728,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.3 Manutenção,O plano de manutenção da área recuperada está claro?,c) Controle de erosões,,,,,MG,2024-01-01
R.1729,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.3 Manutenção,O plano de manutenção da área recuperada está claro?,d) Correções pós-eventos extremos,,,,,MG,2024-01-01
R.1730,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.4 Monitoramento Ambiental,O plano contempla todos os parâmetros exigidos?,"a) Parâmetros: vegetação, taludes, água, fauna",,,,,MG,2024-01-01
R.1731,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.4 Monitoramento Ambiental,O plano contempla todos os parâmetros exigidos?,b) Métodos de monitoramento,,,,,MG,2024-01-01
R.1732,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.4 Monitoramento Ambiental,O plano contempla todos os parâmetros exigidos?,c) Frequência e prazos,,,,,MG,2024-01-01
R.1733,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.4 Monitoramento Ambiental,O plano contempla todos os parâmetros exigidos?,d) Valores de referência,,,,,MG,2024-01-01
R.1734,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.4 Monitoramento Ambiental,O plano contempla todos os parâmetros exigidos?,e) Critério para encerramento do monitoramento,,,,,MG,2024-01-01
R.1735,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.4 Monitoramento Ambiental,O plano contempla todos os parâmetros exigidos?,f) Relatórios periódicos ao órgão ambiental,,,,,MG,2024-01-01
R.1736,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.5 Sustentabilidade Socioeconômica,As ações sociais pós-fechamento foram definidas?,a) Plano de desmobilização da mão de obra,,,,,MG,2024-01-01
R.1737,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.5 Sustentabilidade Socioeconômica,As ações sociais pós-fechamento foram definidas?,b) Continuidade dos projetos socioambientais,,,,,MG,2024-01-01
R.1738,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.5 Sustentabilidade Socioeconômica,As ações sociais pós-fechamento foram definidas?,c) Plano de comunicação com comunidades,,,,,MG,2024-01-01
R.1739,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.5 Sustentabilidade Socioeconômica,As ações sociais pós-fechamento foram definidas?,d) Medidas de mitigação de impactos socioeconômicos,,,,,MG,2024-01-01
R.1740,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.6 Cronograma Físico-Financeiro,O cronograma segue o modelo do TR?,a) Atividades x ano (tabela),,,,,MG,2024-01-01
R.1741,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.6 Cronograma Físico-Financeiro,O cronograma segue o modelo do TR?,b) Custo de cada atividade,,,,,MG,2024-01-01
R.1742,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.6 Cronograma Físico-Financeiro,O cronograma segue o modelo do TR?,c) Custo total,,,,,MG,2024-01-01
R.1743,,,PAFEM,9 MEDIDAS E ATIVIDADES DE FECHAMENTO,9.6 Cronograma Físico-Financeiro,O cronograma segue o modelo do TR?,d) Mês de execução de cada item,,,,,MG,2024-01-01
R.1744,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,a) Limites do empreendimento,,,,,MG,2024-01-01
R.1745,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,b) Uso e ocupação do solo (raio 1 km),,,,,MG,2024-01-01
R.1746,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,c) Vias de acesso,,,,,MG,2024-01-01
R.1747,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,d) Unidades operacionais,,,,,MG,2024-01-01
R.1748,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,e) Corpos d’água receptores,,,,,MG,2024-01-01
R.1749,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,f) Pontos de amostragem,,,,,MG,2024-01-01
R.1750,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,g) Áreas de risco,,,,,MG,2024-01-01
R.1751,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,"h) UCs, RL e APP",,,,,MG,2024-01-01
R.1752,,,PAFEM,10 PLANTAS E ANEXOS,10.1 Plantas de Localização (Anexo IV),As plantas atendem às exigências da FEAM?,i) Sítios arqueológicos/espeleológicos,,,,,MG,2024-01-01
R.1753,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,a) Áreas de lavra e avanço projetado,,,,,MG,2024-01-01
R.1754,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,b) Áreas reabilitadas e em recuperação,,,,,MG,2024-01-01
R.1755,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,c) Áreas suspeitas ou contaminadas,,,,,MG,2024-01-01
R.1756,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,d) Pilhas e depósitos,,,,,MG,2024-01-01
R.1757,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,e) Barragens,,,,,MG,2024-01-01
R.1758,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,f) Drenagem,,,,,MG,2024-01-01
R.1759,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,"g) Pátios, oficinas, escritórios, tanques",,,,,MG,2024-01-01
R.1760,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,h) Postos de combustível,,,,,MG,2024-01-01
R.1761,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,i) Unidades de beneficiamento,,,,,MG,2024-01-01
R.1762,,,PAFEM,10 PLANTAS E ANEXOS,10.2 Plantas de Detalhe (Anexo V),Os mapas detalhados estão completos?,"j) Arquivos shapefile (.shp, .dbf, .shx, .prj) - SIRGAS 2000",,,,,MG,2024-01-01
R.1763,,,PAFEM,10 PLANTAS E ANEXOS,10.3 Anexos Obrigatórios,Todos os anexos foram incluídos?,a) Anexo I – ART,,,,,MG,2024-01-01
R.1764,,,PAFEM,10 PLANTAS E ANEXOS,10.3 Anexos Obrigatórios,Todos os anexos foram incluídos?,b) Anexo II – Contrato com superficiário,,,,,MG,2024-01-01
R.1765,,,PAFEM,10 PLANTAS E ANEXOS,10.3 Anexos Obrigatórios,Todos os anexos foram incluídos?,c) Anexo III – Mapa de localização,,,,,MG,2024-01-01
R.1766,,,PAFEM,10 PLANTAS E ANEXOS,10.3 Anexos Obrigatórios,Todos os anexos foram incluídos?,d) Anexo IV – Planta geral,,,,,MG,2024-01-01
R.1767,,,PAFEM,10 PLANTAS E ANEXOS,10.3 Anexos Obrigatórios,Todos os anexos foram incluídos?,e) Anexo V – Plantas de detalhe,,,,,MG,2024-01-01
R.1768,,,PIA,6. Justificativas,6.2 Fora do Padrão,Os dados cadastrais foram preenchidos conforme TR?,"a) Nome completo ou razão social
b) CPF/CNPJ
c) RG, órgão emissor e UF (quando pessoa física)
d) Endereço completo e CEP
e) Município, distrito/localidade, UF
f) Telefone e e-mail
g) Caixa postal (se houver)",,,,,MG,2024-01-01
R.1769,,,PIA,6. Justificativas,6.2 Fora do Padrão,O proprietário da área está devidamente identificado?,"a) Nome ou razão social
b) CPF/CNPJ
c) RG + órgão + UF
d) Endereço completo
e) Telefone e e-mail
f) Declaração ou contrato autorizando a intervenção",,,,,MG,2024-01-01
R.1770,,,PIA,6. Justificativas,6.2 Fora do Padrão,A caracterização do imóvel atende ao TR?,"a) Nome da propriedade
b) Número do recibo CAR
c) Atividades econômicas existentes
d) Código da atividade segundo Deliberação COPAM 217/2017",,,,,MG,2024-01-01
R.1771,,,PIA,6. Justificativas,6.2 Fora do Padrão,O responsável técnico foi apresentado com todos os requisitos?,"a) Nome completo e formação
b) Número de registro profissional
c) Número da ART
d) Telefone e e-mail
e) CTF/AIDA (quando aplicável)",,,,,MG,2024-01-01
R.1772,,,PIA,6. Justificativas,6.2 Fora do Padrão,O objetivo da intervenção foi escolhido conforme TR?,"a) Supressão de cobertura vegetal nativa – área requerida
b) Intervenção em APP – área requerida
c) Supressão de sub-bosque – área requerida
d) Manejo sustentável – área requerida
e) Destoca em remanescente – área requerida
f) Corte ou aproveitamento de árvores isoladas – quantidade
g) Aproveitamento de material lenhoso – volume estimado",,,,,MG,2024-01-01
R.1773,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,2.2 Justificativa da Intervenção,A justificativa atende à necessidade socioeconômica e técnica?,"a) Descrição da finalidade pretendida
b) Fundamentação socioeconômica
c) Necessidade da intervenção
d) Alternativas avaliadas e justificativa pela alternativa escolhida",,,,,MG,2024-01-01
R.1774,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,3.1 Delimitação da Área de Intervenção,A área foi delimitada conforme TR?,"a) Coordenadas geográficas em SIRGAS 2000
b) Área total (ha) e perímetro (m)
c) Mapa de localização (escala adequada)
d) Identificação da área diretamente afetada",,,,,MG,2024-01-01
R.1775,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,3.2 Meio Abiótico,O diagnóstico abiótico contempla todos os elementos?,"a) Clima (Köppen, precipitação, temperatura)
b) Solos (classificação, profundidade, fragilidade)
c) Hidrografia (riachos, nascentes, APPs, afloramentos)
d) Relevo (declividade, formas de terreno)",,,,,MG,2024-01-01
R.1776,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,3.3 Meio Biótico,A caracterização da vegetação atende ao TR?,"a) Tipologias vegetais
b) Estado de conservação
c) Presença de espécies ameaçadas/raras
d) Presença de fauna sensível vinculada à vegetação",,,,,MG,2024-01-01
R.1777,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,3.4 Caracterização Socioeconômica,As atividades socioeconômicas foram descritas?,"a) Atividades econômicas desenvolvidas na área
b) Mão de obra empregada
c) Infraestrutura existente
d) Importância social da área",,,,,MG,2024-01-01
R.1778,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,4.1 Procedimentos Técnicos,Os procedimentos estão descritos conforme TR?,"a) Técnicas de corte
b) Equipamentos utilizados
c) Procedimentos de controle de impactos
d) Cuidados específicos em áreas sensíveis",,,,,MG,2024-01-01
R.1779,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,4.2 Destinação do Material Lenhoso,O plano de destinação atende ao TR?,"a) Volume de material a ser retirado
b) Formas de destinação (uso próprio, doação, comercialização)
c) Cuidados ambientais na remoção
d) Proibição de queima irregular",,,,,MG,2024-01-01
R.1780,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,4.3 Cronograma de Execução,O cronograma está completo e viável?,"a) Fases da intervenção
b) Início e término de cada etapa
c) Responsáveis
d) Prazo total",,,,,MG,2024-01-01
R.1781,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,5.1 Responsável Técnico da Flora,O RT está plenamente identificado?,"a) Nome e formação
b) Registro profissional
c) ART
d) Contato
e) CTF/AIDA, quando necessário",,,,,MG,2024-01-01
R.1782,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,5.2 Inventário Florestal Amostral,O inventário atende à DN 217 e ao TR?,"a) Metodologia de amostragem
b) Unidades amostrais (tamanho, quantidade, coordenadas)
c) DAP mínimo = 5 cm
d) Planilhas com dados brutos
e) Medições de altura
f) Tabela de espécies com nome científico, vulgar, família, grupo ecológico
g) Estrutura horizontal (densidade, dominância, frequência, IVI)
h) Estrutura vertical (estratos)
i) Classificação do estágio sucessional
j) Equações volumétricas (R², Syx)",,,,,MG,2024-01-01
R.1783,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,5.3 Inventário 100%,O inventário censitário foi realizado em toda a área?,"a) Listagem completa dos indivíduos DAP ≥ 5 cm
b) Georreferenciamento por pontos
c) Tabela de indivíduos
d) Volume total por espécie",,,,,MG,2024-01-01
R.1784,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,5.4 Inventário Fitossociológico,Atende às metodologias vigentes?,"a) Tipologia vegetal
b) Intensidade amostral
c) Métodos de coleta
d) Estrutura vertical e horizontal
e) Espécies indicadoras
f) Classificação sucessional",,,,,MG,2024-01-01
R.1785,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,5.5 Espécies Não-Arbóreas,A vegetação não-arbórea foi incluída?,"a) Epífitas
b) Trepadeiras
c) Herbáceas
d) Regeneração natural
e) Serapilheira",,,,,MG,2024-01-01
R.1786,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,5.6 Espécies Ameaçadas,A avaliação de risco atende ao TR?,"a) Identificação de espécies ameaçadas
b) Medidas de proteção e resgate
c) Programa de monitoramento
d) Avaliação de impacto sobre populações naturais",,,,,MG,2024-01-01
R.1787,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,6.1 Responsável Técnico da Fauna,O RT está identificado com ART?,"a) Nome
b) Formação
c) Registro profissional
d) ART
e) CTF/AIDA",,,,,MG,2024-01-01
R.1788,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,6.2 Fauna – Dados Secundários,Os dados secundários foram levantados?,"a) Lista de espécies prováveis
b) Identificação de espécies sensíveis
c) Bens ambientais relevantes
d) Rota de dispersão e corredores",,,,,MG,2024-01-01
R.1789,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,6.3 Fauna – Dados Primários,O levantamento de campo atendeu às metodologias?,"a) Metodologias utilizadas
b) Tabela de espécies encontradas
c) Classificação de risco
d) Impactos esperados da intervenção",,,,,MG,2024-01-01
R.1790,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,6.4 Afugentamento e Resgate,O plano atende ao TR?,"a) Técnicas de afugentamento
b) Protocolos de resgate
c) Destinação dos animais
d) Equipe habilitada",,,,,MG,2024-01-01
R.1791,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,7.1 Identificação dos Impactos,Os impactos foram identificados em todos os meios?,"a) Meio biótico
b) Meio abiótico
c) Meio social
d) Intensidade, magnitude, reversibilidade",,,,,MG,2024-01-01
R.1792,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,7.2 Medidas Mitigadoras,Foram propostas medidas adequadas?,"a) Medidas preventivas
b) Medidas corretivas
c) Medidas mitigadoras
d) Medidas compensatórias",,,,,MG,2024-01-01
R.1793,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,7.3 Monitoramento,Há proposta de monitoramento pós-intervenção?,"a) Parâmetros
b) Frequência
c) Indicadores
d) Relatórios de acompanhamento",,,,,MG,2024-01-01
R.1794,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,8.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,"a) ART individual dos profissionais
b) Contrato com superficiário
c) Mapa de localização georreferenciado
d) Planta detalhada da área
e) Planilhas de campo (flora e fauna)
f) Arquivos shapefile (.shp, .dbf, .shx, .prj)
g) Fotografias georreferenciadas",,,,,MG,2024-01-01
R.1795,,,PIA,10. SERVIÇOS ECOSSISTÊMICOS,9.1 Entrega e Formatação Final,O documento final atende ao TR e às normas de entrega?,"a) Documento em PDF
b) Assinaturas (digital ou física)
c) Mídia digital com anexos (CD/DVD ou pasta digital)
d) Envio via SEI
e) Uso do Sistema Internacional (SI)
f) Documento integralmente em português",,,,,MG,2024-01-01
R.1796,,,,10. SERVIÇOS ECOSSISTÊMICOS,1.1 Objetivo do Relatório,O documento apresenta claramente o objetivo do monitoramento?,"a) Descrição do objetivo do monitoramento
b) Referência à outorga ou instrumento que exigiu o relatório
c) Identificação da condicionante atendida",,,,,MG,2024-01-01
R.1797,,,,10. SERVIÇOS ECOSSISTÊMICOS,1.2 Referência Normativa,O relatório faz referência às normas aplicáveis?,"a) DN COPAM/CERH-MG nº 08/2022
b) Normas técnicas laboratoriais citadas
c) Legislação pertinente à qualidade da água",,,,,MG,2024-01-01
R.1798,,,,10. SERVIÇOS ECOSSISTÊMICOS,2.1 Área de Estudo,A área de estudo está descrita adequadamente?,"a) Localização geral e descrição da área
b) Coordenadas dos pontos de monitoramento
c) Mapa dos pontos amostrados
d) Fotografias dos pontos",,,,,MG,2024-01-01
R.1799,,,,10. SERVIÇOS ECOSSISTÊMICOS,2.2 Definição dos Pontos de Amostragem,Os pontos de coleta foram claramente identificados?,"a) Quantidade de pontos
b) Justificativa da escolha
c) Identificação (código, nome ou sigla)
d) Tipo de corpo hídrico (lótico/lêntico)",,,,,MG,2024-01-01
R.1800,,,,10. SERVIÇOS ECOSSISTÊMICOS,2.3 Parâmetros de Monitoramento,Os parâmetros monitorados foram listados conforme o TR?,"a) Parâmetros físicos
b) Parâmetros químicos
c) Parâmetros biológicos
d) Informações sobre multianálises ou análises complementares",,,,,MG,2024-01-01
R.1801,,,,10. SERVIÇOS ECOSSISTÊMICOS,2.4 Procedimentos de Amostragem,A coleta foi descrita conforme práticas estabelecidas?,"a) Data e horário das coletas
b) Tipo de frascos
c) Conservação e transporte das amostras
d) Empresa/laboratório responsável
e) Normas utilizadas (INMETRO, ABNT, EPA, etc.)",,,,,MG,2024-01-01
R.1802,,,,10. SERVIÇOS ECOSSISTÊMICOS,2.5 Procedimentos Analíticos,O relatório descreve como as análises foram realizadas?,"a) Métodos analíticos empregados
b) Equipamentos e limites de detecção
c) Certificações do laboratório
d) Tabelas com métodos e referências",,,,,MG,2024-01-01
R.1803,,,,10. SERVIÇOS ECOSSISTÊMICOS,3.1 Apresentação dos Resultados,Os resultados foram apresentados de forma organizada?,"a) Tabelas completas por ponto e por campanha
b) Unidades de medida corretas
c) Indicação de ND (não detectado), quando aplicável
d) Dados de campo (pH, OD, temperatura, condutividade etc.)",,,,,MG,2024-01-01
R.1804,,,,10. SERVIÇOS ECOSSISTÊMICOS,3.2 Histórico de Monitoramento,O relatório apresenta histórico quando existente?,"a) Séries históricas
b) Comparação entre campanhas
c) Gráficos de evolução temporal",,,,,MG,2024-01-01
R.1805,,,,10. SERVIÇOS ECOSSISTÊMICOS,3.3 Comparação com a DN COPAM/CERH-MG 08/2022,Os valores foram comparados com os limites legais?,"a) Identificação da classe do corpo hídrico (1, 2 ou 3)
b) Tabela de comparação dos resultados x limites
c) Parâmetros fora do limite destacados
d) Observação de exceções previstas no TR",,,,,MG,2024-01-01
R.1806,,,,10. SERVIÇOS ECOSSISTÊMICOS,3.4 Índice de Qualidade das Águas (IQA),"O IQA foi calculado, quando aplicável?","a) Parâmetros utilizados
b) Valor do IQA por ponto
c) Classificação qualitativa (boa, regular, ruim)",,,,,MG,2024-01-01
R.1807,,,,11. PASSIVOS AMBIENTAIS,4.1 Análise Geral,O relatório traz uma análise descritiva dos resultados?,"a) Principais variações entre pontos
b) Principais variações entre campanhas
c) Identificação de tendências",,,,,MG,2024-01-01
R.1808,,,,11. PASSIVOS AMBIENTAIS,4.2 Possíveis Fatores de Influência,Há discussão dos fatores que influenciam a qualidade da água?,"a) Influência de ocupações a montante
b) Influência de atividades industriais, agrícolas ou domésticas
c) Intervenções na calha, dragagem ou movimentação de solo
d) Sazonalidade (seca/chuvas)",,,,,MG,2024-01-01
R.1809,,,,11. PASSIVOS AMBIENTAIS,4.3 Avaliação dos Parâmetros Críticos,Os parâmetros que ultrapassaram limites foram discutidos?,"a) Identificação dos parâmetros críticos
b) Possíveis causas externas
c) Impactos potenciais no corpo hídrico",,,,,MG,2024-01-01
R.1810,,,,11. PASSIVOS AMBIENTAIS,5.1 Síntese dos Resultados,A conclusão resume adequadamente os achados?,"a) Situação geral da qualidade da água
b) Principais padrões de conformidade
c) Principais não conformidades (quando houver)",,,,,MG,2024-01-01
R.1811,,,,11. PASSIVOS AMBIENTAIS,5.2 Atendimento da Condicionante,O relatório conclui sobre o atendimento da condicionante?,"a) Relação direta com a condicionante da outorga
b) Indicação se a etapa foi cumprida
c) Observações sobre continuidade ou ajustes",,,,,MG,2024-01-01
R.1812,,,,11. PASSIVOS AMBIENTAIS,6.1 Recomendações de Melhoria,O documento apresenta ações recomendadas?,"a) Medidas para mitigar eventuais impactos
b) Sugestões de melhorias no monitoramento
c) Ajustes de frequência, pontos ou parâmetros, quando necessário",,,,,MG,2024-01-01
R.1813,,,,11. PASSIVOS AMBIENTAIS,7.1 Anexos Obrigatórios,Todos os anexos foram incluídos?,"a) ART do responsável técnico
b) Mapas de localização e pontos amostrados
c) Fotografias georreferenciadas
d) Laudos laboratoriais completos
e) Certificações e metodologias dos laboratórios
f) Shapefiles (se previstos)
g) Certidões e documentos complementares",,,,,MG,2024-01-01
R.1814,,,,11. PASSIVOS AMBIENTAIS,8.1 Referências Bibliográficas e Normativas,As fontes citadas são apresentadas de forma organizada?,"a) Lista de normas utilizadas
b) Legislação citada
c) Referências dos métodos laboratoriais
d) Outras fontes consultadas",,,,,MG,2024-01-01
R.650,,,PEA,1. Escopo do Programa (FASE DE LP),1.1 – Introdução do PEA,A introdução apresenta de forma clara o contexto do empreendimento e seus impactos?,a) Descrição da natureza do empreendimento de mineração,,,,,MG,2024-01-01
R.651,,,PEA,1. Escopo do Programa (FASE DE LP),1.1 – Introdução do PEA,A introdução apresenta de forma clara o contexto do empreendimento e seus impactos?,b) Localização do empreendimento e área de influência,,,,,MG,2024-01-01
R.652,,,PEA,1. Escopo do Programa (FASE DE LP),1.1 – Introdução do PEA,A introdução apresenta de forma clara o contexto do empreendimento e seus impactos?,"c) Indicação das etapas (implantação, operação, ampliação, desativação)",,,,,MG,2024-01-01
R.653,,,PEA,1. Escopo do Programa (FASE DE LP),1.1 – Introdução do PEA,A introdução apresenta de forma clara o contexto do empreendimento e seus impactos?,d) Menção aos principais impactos físiconaturais e sociais associados,,,,,MG,2024-01-01
R.654,,,PEA,1. Escopo do Programa (FASE DE LP),1.2 – Público Alvo do Programa,O públicoalvo do PEA está definido conforme o TR?,a) Identificação do público externo (comunidades da área de influência),,,,,MG,2024-01-01
R.655,,,PEA,1. Escopo do Programa (FASE DE LP),1.2 – Público Alvo do Programa,O públicoalvo do PEA está definido conforme o TR?,b) Identificação do público interno (trabalhadores próprios e terceiros),,,,,MG,2024-01-01
R.656,,,PEA,1. Escopo do Programa (FASE DE LP),1.2 – Público Alvo do Programa,O públicoalvo do PEA está definido conforme o TR?,"c) Indicação de outros grupos sociais específicos, quando houver",,,,,MG,2024-01-01
R.657,,,PEA,1. Escopo do Programa (FASE DE LP),1.2 – Público Alvo do Programa,O públicoalvo do PEA está definido conforme o TR?,d) Relação do públicoalvo com os impactos do empreendimento,,,,,MG,2024-01-01
R.658,,,PEA,1. Escopo do Programa (FASE DE LP),1.3 – Objetivo do PEA (Escopo),O objetivo geral do programa está descrito de forma clara e alinhada ao contexto do empreendimento?,a) Formulação de objetivo geral em termos de médio e longo prazo,,,,,MG,2024-01-01
R.659,,,PEA,1. Escopo do Programa (FASE DE LP),1.3 – Objetivo do PEA (Escopo),O objetivo geral do programa está descrito de forma clara e alinhada ao contexto do empreendimento?,b) Coerência com os impactos socioambientais identificados,,,,,MG,2024-01-01
R.660,,,PEA,1. Escopo do Programa (FASE DE LP),1.3 – Objetivo do PEA (Escopo),O objetivo geral do programa está descrito de forma clara e alinhada ao contexto do empreendimento?,"c) Foco em mudanças de percepção, atitudes e práticas socioambientais",,,,,MG,2024-01-01
R.661,,,PEA,1. Escopo do Programa (FASE DE LP),1.4 – Justificativa do PEA,A justificativa demonstra a relevância do programa para o contexto socioambiental?,a) Relação entre o PEA e os problemas/conflitos socioambientais existentes,,,,,MG,2024-01-01
R.662,,,PEA,1. Escopo do Programa (FASE DE LP),1.4 – Justificativa do PEA,A justificativa demonstra a relevância do programa para o contexto socioambiental?,b) Indicação da importância do programa para a gestão do empreendimento,,,,,MG,2024-01-01
R.663,,,PEA,1. Escopo do Programa (FASE DE LP),1.4 – Justificativa do PEA,A justificativa demonstra a relevância do programa para o contexto socioambiental?,c) Contextualização em relação às exigências de licenciamento,,,,,MG,2024-01-01
R.664,,,PEA,1. Escopo do Programa (FASE DE LP),1.4 – Justificativa do PEA,A justificativa demonstra a relevância do programa para o contexto socioambiental?,d) Coerência entre justificativa e objetivo geral,,,,,MG,2024-01-01
R.665,,,PEA,1. Escopo do Programa (FASE DE LP),1.5 – Metodologia do PEA (Escopo),A metodologia geral do programa está descrita conforme o TR?,a) Indicação de métodos e abordagens de educação ambiental não formal,,,,,MG,2024-01-01
R.666,,,PEA,1. Escopo do Programa (FASE DE LP),1.5 – Metodologia do PEA (Escopo),A metodologia geral do programa está descrita conforme o TR?,"b) Descrição das principais etapas (planejamento, execução, avaliação)",,,,,MG,2024-01-01
R.667,,,PEA,1. Escopo do Programa (FASE DE LP),1.5 – Metodologia do PEA (Escopo),A metodologia geral do programa está descrita conforme o TR?,c) Indicação dos instrumentos e recursos a serem utilizados,,,,,MG,2024-01-01
R.668,,,PEA,1. Escopo do Programa (FASE DE LP),1.5 – Metodologia do PEA (Escopo),A metodologia geral do programa está descrita conforme o TR?,d) Linguagem clara e adequada aos diferentes públicos envolvidos,,,,,MG,2024-01-01
R.669,,,PEA,1. Escopo do Programa (FASE DE LP),1.6 – Resultados Esperados,Os resultados esperados do PEA estão explicitados?,a) Descrição dos resultados esperados para o público interno,,,,,MG,2024-01-01
R.670,,,PEA,1. Escopo do Programa (FASE DE LP),1.6 – Resultados Esperados,Os resultados esperados do PEA estão explicitados?,b) Descrição dos resultados esperados para o público externo,,,,,MG,2024-01-01
R.671,,,PEA,1. Escopo do Programa (FASE DE LP),1.6 – Resultados Esperados,Os resultados esperados do PEA estão explicitados?,c) Indicação de resultados em termos de melhoria da gestão socioambiental,,,,,MG,2024-01-01
R.672,,,PEA,1. Escopo do Programa (FASE DE LP),1.6 – Resultados Esperados,Os resultados esperados do PEA estão explicitados?,"d) Coerência entre resultados esperados, objetivos e metodologia",,,,,MG,2024-01-01
R.673,,,PEA,1. Escopo do Programa (FASE DE LP),1.7 – Referências Bibliográficas do Escopo,O escopo do PEA apresenta as referências utilizadas na sua elaboração?,a) Lista de legislações de educação ambiental e meio ambiente utilizadas,,,,,MG,2024-01-01
R.674,,,PEA,1. Escopo do Programa (FASE DE LP),1.7 – Referências Bibliográficas do Escopo,O escopo do PEA apresenta as referências utilizadas na sua elaboração?,"b) Programas, planos e políticas públicas de referência",,,,,MG,2024-01-01
R.675,,,PEA,1. Escopo do Programa (FASE DE LP),1.7 – Referências Bibliográficas do Escopo,O escopo do PEA apresenta as referências utilizadas na sua elaboração?,c) Obras técnicas e materiais de apoio consultados,,,,,MG,2024-01-01
